id,code,name,prefecture,address,tel,corporation,director,established,bed_type_and_count,facility_type,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24
205.0,03-3091-2 / 八歯91,よしだ歯科医院,〒031－0812,八戸市大字湊町字柳町１－２,0178-33-6012,吉田　雪枝,吉田　雪枝 / 新規 / 令5. 9. 1,昭47. 4. 15,歯　矯歯 / 現存,診療所,,,,,,,,,,,,,

206.0,03-3144-9 / 八歯144,近藤歯科医院,〒031－0081,八戸市柏崎五丁目７－１２,0178-45-6789,医療法人　藤和会　理事長　近藤　俊子,近藤　俊子 / 新規 / 令5. 9. 1,昭56. 6. 17,歯 / 現存,診療所,,,,,,,,,,,,,

207.0,03-3145-6 / 八歯145,はこいし歯科医院,〒031－0073,八戸市売市三丁目２番１６号,0178-45-8115,箱石　裕,箱石　裕 / 新規 / 令5. 10. 1,昭56. 10. 1,歯 / 現存,診療所,,,,,,,,,,,,,

208.0,03-3148-0 / 八歯148,丸谷歯科医院,〒031－0812,八戸市大字湊町字久保４４－２６,0178-34-3355,丸谷　善一,丸谷　善一 / 新規 / 令6. 4. 1,昭57. 4. 1,歯 / 現存,診療所,,,,,,,,,,,,,

209.0,03-3149-8 / 八歯149,高山歯科医院,〒031－0081,八戸市柏崎五丁目３－３５,0178-45-8211,高山　裕章,高山　裕章 / 新規 / 令6. 4. 1,昭57. 4. 1,歯 / 現存,診療所,,,,,,,,,,,,,

210.0,03-3154-8 / 八歯154,畑山歯科クリニック,〒031－0021,八戸市長者一丁目１－６,0178-46-1530,畑山　洋司,畑山　洋司 / 新規 / 令6. 10. 15,昭57. 10. 15,歯　歯外 / 現存,診療所,,,,,,,,,,,,,

211.0,03-3157-1 / 八歯157,中村歯科医院,〒031－0802,八戸市小中野二丁目１－９,0178-22-1759,中村　雅愉,中村　雅愉 / 新規 / 令4. 4. 1,昭58. 4. 1,歯 / 現存,診療所,,,,,,,,,,,,,

212.0,03-3159-7 / 八歯159,柏崎歯科医院,〒039－1164,八戸市下長四丁目５－１９,0178-28-8148,柏崎　秀一,柏崎　秀一 / 新規 / 令4. 9. 1,昭58. 9. 1,歯 / 現存,診療所,,,,,,,,,,,,,

213.0,03-3167-0 / 八歯167,川野歯科医院,〒031－0824,八戸市旭ヶ丘五丁目１－１９,0178-25-0662,川野　庸子,川野　庸子 / 新規 / 令6. 5. 15,昭60. 5. 15,歯 / 現存,診療所,,,,,,,,,,,,,

214.0,03-3168-8 / 八歯168,かが歯科医院,〒039－1102,八戸市一番町二丁目１－２,0178-23-3902,加賀　俊樹,加賀　俊樹 / 新規 / 令6. 6. 15,昭60. 6. 15,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

215.0,03-3173-8 / 八歯173,大下歯科クリニック,〒039－1101,八戸市大字尻内町字八百刈２３－７,0178-23-3898,大下　雄彦,大下　雄彦 / 新規 / 令4. 9. 15,昭61. 9. 15,歯 / 現存,診療所,,,,,,,,,,,,,

216.0,03-3174-6 / 八歯174,栗田歯科医院,〒031－0823,八戸市湊高台四丁目２－１５,0178-34-2170,栗田　優男,栗田　優男 / 新規 / 令5. 9. 1,昭62. 4. 1,歯 / 現存,診療所,,,,,,,,,,,,,

217.0,03-3176-1 / 八歯176,米沢歯科医院,〒031－0832,八戸市白銀台四丁目１－２０,0178-34-2328,米沢　誠,米沢　誠 / 新規 / 令5. 9. 1,昭62. 6. 15,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

218.0,03-3177-9 / 八歯177,山本歯科医院,〒039－1167,八戸市大字沢里字二ツ屋３－１２,0178-44-7560,山本　仁,山本　仁 / 新規 / 令5. 10. 1,昭62. 10. 1,歯 / 現存,診療所,,,,,,,,,,,,,

219.0,03-3179-5 / 八歯179,ながおか歯科,〒039－1166,八戸市根城五丁目１３－１７,0178-24-1126,張　信勝,張　信勝 / 新規 / 令5. 12. 1,昭62. 12. 1,歯 / 現存,診療所,,,,,,,,,,,,,

220.0,03-3181-1 / 八歯181,医療法人　明誠会　古川歯科医院,〒031－0802,八戸市小中野五丁目１１－３,0178-22-2882,医療法人　明誠会　理事長　古川　明,古川　明 / 新規 / 令6. 6. 1,昭63. 6. 1,歯 / 現存,診療所,,,,,,,,,,,,,

221.0,03-3184-5 / 八歯184,くまさか歯科,〒039－1165,八戸市石堂一丁目２７－１３,0178-28-2818,熊坂　覚,熊坂　覚 / 新規 / 令6. 7. 15,昭63. 7. 15,歯　矯歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

222.0,03-3192-8 / 八歯192,たかのはし歯科医院,〒031－0822,八戸市大字白銀町字右岩渕通１９－２，１８－３,0178-31-2323,鷹觜　明剛,鷹觜　明剛 / 新規 / 令4. 7. 15,平元. 7. 15,歯 / 現存,診療所,,,,,,,,,,,,,

223.0,03-3193-6 / 八歯193,樋口歯科医院,〒031－0072,八戸市城下三丁目１３－１５,0178-43-1000,樋口　裕晃,樋口　裕晃 / 新規 / 令4. 8. 1,平元. 8. 1,歯 / 現存,診療所,,,,,,,,,,,,,

224.0,03-3199-3 / 八歯199,八戸クリニック歯科八戸クリニック矯正歯科,〒031－0081,八戸市柏崎一丁目８－３２,0178-22-6610,中野　享子,中野　享子 / 新規 / 令4. 10. 1,平元. 10. 1,歯　矯歯 / 現存,診療所,,,,,,,,,,,,,

225.0,03-3202-5 / 八歯202,ちば歯科医院,〒039－1164,八戸市下長六丁目１４－２,0178-29-3223,千葉　秀彦,千葉　秀彦 / 新規 / 令4. 12. 15,平元. 12. 15,歯 / 現存,診療所,,,,,,,,,,,,,

226.0,03-3204-1 / 八歯204,やち歯科クリニック,〒031－0803,八戸市諏訪三丁目１－２１,0178-22-8148,谷地　泰美,谷地　泰美 / 新規 / 令5. 3. 1,平2. 3. 1,歯 / 現存,診療所,,,,,,,,,,,,,

227.0,03-3205-8 / 八歯205,岩崎歯科クリニック,〒039－1164,八戸市下長八丁目１１－８,0178-20-4411,岩崎　浩二郎,岩崎　浩二郎 / 新規 / 令5. 9. 1,平2. 4. 15,歯 / 現存,診療所,,,,,,,,,,,,,

228.0,03-3207-4 / 八歯207,音喜多歯科医院,〒031－0003,八戸市吹上三丁目５－４,0178-46-0139,医療法人　音喜多歯科医院　理事長　音喜多　健,音喜多　健 / 移動 / 令5. 9. 17,平2. 9. 17,歯 / 現存,診療所,,,,,,,,,,,,,

229.0,03-3214-0 / 八歯214,宮沢歯科矯正歯科医院,〒031－0031,八戸市大字番町３６－１,0178-24-6480,今宮　英貴,今宮　英貴 / 交代 / 令6. 9. 30,平3. 9. 30,歯　矯歯 / 現存,診療所,,,,,,,,,,,,,

230.0,03-3215-7 / 八歯215,石亀歯科まさる矯正歯科,〒031－0041,八戸市大字廿三日町７,0178-45-6029,医療法人　一心会　理事長　石亀　照造,石亀　照造 / 組織変更 / 令6. 11. 1,平3. 11. 1,歯　矯歯 / 現存,診療所,,,,,,,,,,,,,

231.0,03-3216-5 / 八歯216,山口歯科医院,〒031－0004,八戸市南類家二丁目２－９,0178-47-6770,山口　吉昭,山口　吉昭 / 新規 / 令3. 12. 1,平3. 12. 1,歯 / 現存,診療所,,,,,,,,,,,,,

232.0,03-3218-1 / 八歯218,しんどう歯科医院,〒039－1103,八戸市長苗代二丁目１７－５,0178-29-0232,新藤　俊樹,新藤　俊樹 / 新規 / 令4. 4. 1,平4. 4. 1,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

233.0,03-3220-7 / 八歯220,青葉歯科クリニック,〒031－0804,八戸市青葉三丁目４－１,0178-44-6480,鈴木　聡,鈴木　聡 / 新規 / 令4. 5. 15,平4. 5. 15,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

234.0,03-3225-6 / 八歯225,はたやま歯科医院,〒031－0003,八戸市吹上六丁目５－１,0178-96-1331,畑山　和廣,畑山　和廣 / 新規 / 令5. 9. 1,平5. 4. 1,歯 / 現存,診療所,,,,,,,,,,,,,

235.0,03-3227-2 / 八歯227,遠藤歯科医院,〒031－0813,八戸市大字新井田字水溜４－４,0178-35-5007,遠藤　昌,遠藤　昌 / 新規 / 令6. 5. 1,平6. 5. 1,歯 / 現存,診療所,,,,,,,,,,,,,

236.0,03-3229-8 / 八歯229,川村歯科医院,〒031－0001,八戸市類家四丁目７－１,0178-44-8761,川村　昌司,川村　昌司 / 移動 / 令6. 10. 3,平6. 10. 3,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

237.0,03-3231-4 / 八歯231,松川歯科,〒031－0052,八戸市大字本徒士町８－６,0178-22-9486,松川　充,松川　充 / 移動 / 令4. 6. 1,平7. 6. 1,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

238.0,03-3233-0 / 八歯233,白山台歯科医院,〒039－1114,八戸市北白山台三丁目４番１７号,0178-70-2003,新井田　進一,新井田　進一 / 新規 / 令5. 9. 1,平8. 4. 1,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

239.0,03-3234-8 / 八歯234,是川歯科クリニック,〒031－0023,八戸市是川四丁目４－１,0178-96-6667,薄木　隆嗣,薄木　隆嗣 / 新規 / 令5. 9. 1,平8. 4. 15,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

240.0,03-3236-3 / 八歯236,伊藤歯科医院,〒031－0804,八戸市青葉三丁目６－１３,0178-46-1465,伊藤　恵一,伊藤　恵一 / 移動 / 令5. 9. 1,平8. 5. 1,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

241.0,03-3237-1 / 八歯237,中村歯科クリニック,〒039－1166,八戸市根城二丁目１３－１２,0178-41-1231,中村　英明,中村　英明 / 新規 / 令5. 10. 15,平8. 10. 15,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

242.0,03-3239-7 / 八歯239,白銀コスモ歯科医院,〒031－0822,八戸市大字白銀町字小沼１１－３,0178-35-1182,清水　文雄,清水　文雄 / 新規 / 令6. 8. 1,平9. 8. 1,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

243.0,03-3240-5 / 八歯240,なかの矯正歯科クリニック,〒031－0057,八戸市大字上徒士町２０－１,0178-72-1666,中野　錦吾,中野　錦吾 / 新規 / 令6. 10. 1,平9. 10. 1,矯歯 / 現存,診療所,,,,,,,,,,,,,

244.0,03-3241-3 / 八歯241,なかだて歯科医院,〒031－0816,八戸市新井田西二丁目１４番１０号,0178-30-1182,中舘　大司,中舘　大司 / 新規 / 令4. 9. 15,平10. 9. 15,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

245.0,03-3242-1 / 八歯242,松尾歯科医院,〒039－1104,八戸市大字田面木字下田面木１３－３,0178-23-3984,医療法人　鐵泉会　理事長　松尾　芳明,松尾　芳明 / 移動 / 令5. 1. 1,平11. 1. 1,歯 / 現存,診療所,,,,,,,,,,,,,

246.0,03-3245-4 / 八歯245,くりはし歯科医院,〒039－1111,八戸市東白山台二丁目２６番３号,0178-70-2525,栗橋　龍一,栗橋　龍一 / 新規 / 令5. 9. 1,平11. 7. 15,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

247.0,03-3246-2 / 八歯246,松舘歯科医院,〒031－0816,八戸市新井田西三丁目１８番１０号,0178-25-0814,医療法人　萬松会　理事長　松舘　主憲,松舘　主憲 / 移動 / 令5. 9. 1,平11. 8. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

248.0,03-3248-8 / 八歯248,村上歯科医院,〒031－0812,八戸市大字湊町字上中道１１－１３,0178-33-0706,医療法人　寿成会　理事長　村上　壽宏,村上　壽宏 / 移動 / 令5. 12. 1,平11. 12. 1,歯 / 現存,診療所,,,,,,,,,,,,,

249.0,03-3253-8 / 八歯253,ハーモニー歯科医院,〒031－0004,八戸市南類家五丁目８－１２,0178-73-6250,滝沢　良子,滝沢　良子 / 新規 / 令6. 10. 15,平12. 10. 15,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

250.0,03-3257-9 / 八歯257,ささき歯科,〒039－1102,八戸市一番町二丁目１－５,0178-70-1211,佐々木　信,佐々木　信 / 新規 / 令元. 12. 1,平13. 12. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

251.0,03-3261-1 / 八歯261,ハローデンタルオフィス,〒031－0803,八戸市諏訪一丁目１－９６,0178-73-6480,柄本　俊一,柄本　俊一 / 新規 / 令2. 9. 15,平14. 9. 15,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

252.0,03-3262-9 / 八歯262,こんどうファミリー歯科,〒031－0841,八戸市鮫町字小長根１２－１,0178-33-5555,医療法人　こんどうファミリー歯科　理事長　近藤　一也,近藤　一也 / 組織変更 / 令2. 9. 1,平14. 9. 1,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

253.0,03-3264-5 / 八歯264,大里歯科医院,〒031－0089,八戸市長横町１６,0178-22-0310,大里　宏治,大里　宏治 / 交代 / 令3. 2. 26,平15. 2. 26,歯　矯歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

254.0,03-3265-2 / 八歯265,いわぶち矯正歯科クリニック,〒031－0821,八戸市白銀３－１４－７,0178-33-6480,岩淵　匡志,岩淵　匡志 / 新規 / 令3. 7. 15,平15. 7. 15,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

255.0,03-3267-8 / 八歯267,えと歯科医院,〒031－0039,八戸市鳥屋部町１番地,0178-47-8117,鈴木　真理子,鈴木　真理子 / 移動 / 令3. 12. 1,平15. 12. 1,歯　矯歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

256.0,03-3271-0 / 八歯271,だいすけ歯科,〒031－0823,八戸市湊高台４丁目１２－１４,0178-32-4682,白澤　大輔,白澤　大輔 / 新規 / 令5. 9. 1,平17. 4. 1,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

257.0,03-3272-8 / 八歯272,村上歯科,〒031－0202,八戸市南郷大字島守字稲荷１－３,0178-83-2305,村上　ケイ子,村上　ケイ子 / その他 / 令6. 6. 15,平12. 6. 15,歯 / 現存,診療所,,,,,,,,,,,,,

258.0,03-3273-6 / 八歯273,あこう歯科医院,〒031－0111,八戸市南郷大字市野沢字市野沢３３－１,0178-82-2525,医療法人　恵心会　理事長　赤穂　和広,赤穂　和広 / その他 / 令4. 10. 1,平16. 10. 1,歯 / 現存,診療所,,,,,,,,,,,,,

259.0,03-3274-4 / 八歯274,のぶデンタルクリニック,〒031－0001,八戸市類家５－３８－１８,0178-71-3344,古館　暢之,古館　暢之 / 新規 / 令5. 10. 1,平17. 10. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

260.0,03-3278-5 / 八歯278,滝沢北村歯科医院,〒031－0073,八戸市売市２－１－６,0178-47-3588,北村　靖,北村　靖 / 交代 / 令7. 5. 1,平19. 5. 1,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

261.0,03-3280-1 / 八歯280,こなかの歯科よしだ,〒031－0802,八戸市小中野４－８－１２,0178-72-4182,吉田　光宏,吉田　光宏 / 交代 / 令7. 6. 15,平19. 6. 15,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

262.0,03-3282-7 / 八歯282,医療法人　夏堀デンタルクリニック　城下診療所,〒031－0072,八戸市城下１丁目１５－２８,0178-44-3737,医療法人　夏堀デンタルクリニック　理事長　夏堀　礼二,夏堀　礼二 / 組織変更 / 令2. 1. 1,平20. 1. 1,歯　矯歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

263.0,03-3284-3 / 八歯284,いしおかデンタルクリニック,〒031－0032,八戸市三日町２４　石岡商事ビル２Ｆ,0178-20-0582,石岡　道久,石岡　道久 / 新規 / 令3. 8. 1,平21. 8. 1,歯　矯歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

264.0,03-3285-0 / 八歯285,兼田歯科クリニック,〒031－0003,八戸市吹上３－３－５,0178-20-0116,兼田　昌明,兼田　昌明 / 新規 / 令3. 10. 1,平21. 10. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

265.0,03-3286-8 / 八歯286,シンフォニー・デンタル・クリニック,〒031－0071,八戸市沼館４丁目４－８「シンフォニープラザ沼館」内２Ｆ,0178-45-0418,髙橋　桂子,髙橋　桂子 / 新規 / 令3. 11. 1,平21. 11. 1,歯　矯歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

266.0,03-3287-6 / 八歯287,八戸総合　歯科・矯正歯科,〒039－1166,八戸市根城９丁目４番７号,0178-43-0517,医療法人　スマイルクリエイト　理事長　吉田　洋一,吉田　洋一 / 組織変更 / 令5. 9. 1,平23. 9. 1,歯　小歯　矯歯　歯外 / 現存,診療所,,,,,,,,,,,,,

267.0,03-3288-4 / 八歯288,お歯科,〒039－1101,八戸市尻内町字直田７３,0178-70-7345,岡田　勝志,岡田　勝志 / 移動 / 令6. 1. 11,平24. 1. 11,歯　矯歯　歯外 / 現存,診療所,,,,,,,,,,,,,

268.0,03-3289-2 / 八歯289,Ｄｅｎｔａｌ　Ｓａｌｏｎ　Ｋ,〒039－1165,八戸市石堂一丁目２７－１５,0178-80-7161,熊坂　覚,熊坂　克江 / 新規 / 令6. 6. 1,平24. 6. 1,歯　歯外　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

269.0,03-3291-8 / 八歯291,多賀台歯科,〒039－2242,八戸市多賀台２－３－５,0178-50-1118,三浦　康次郎,三浦　康次郎 / 移動 / 令6. 7. 1,平24. 7. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

270.0,03-3293-4 / 八歯293,立花歯科クリニック,〒031－0824,八戸市旭ヶ丘三丁目１－１２,0178-25-3624,立花　禎康,立花　禎康 / 交代 / 令7. 3. 30,平25. 3. 30,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

271.0,03-3294-2 / 八歯294,Ａｉ　Ｄｅｎｔａｌ,〒031－0077,八戸市長根四丁目１１番９号,0178-20-0086,奥寺　藍,奥寺　藍 / 新規 / 令元. 11. 1,平25. 11. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

272.0,03-3296-7 / 八歯296,医療法人あおもりデンタルケア,〒031－0073,八戸市売市４－５－１９,0178-22-5858,医療法人あおもりデンタルケア　理事長　宮川　聡文,宮川　聡文 / 組織変更 / 令2. 11. 1,平26. 11. 1,歯　小歯　歯外　矯歯 / 現存,診療所,,,,,,,,,,,,,

273.0,03-3297-5 / 八歯297,田向いしばし歯科,〒031－0011,八戸市田向五丁目２８－１,0178-51-6227,石橋　洋幸,石橋　洋幸 / 新規 / 令3. 5. 1,平27. 5. 1,歯　歯外 / 現存,診療所,,,,,,,,,,,,,

274.0,03-3298-3 / 八歯298,スマイル歯科クリニック,〒031－0004,八戸市南類家一丁目１２－４,0178-24-6000,近藤　重悟,近藤　重悟 / 交代 / 令3. 4. 1,平27. 4. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

275.0,03-3299-1 / 八歯299,ほりべ歯科クリニック,〒039－1166,八戸市根城２丁目３０－２８,0178-47-7007,堀部　崇,堀部　崇 / 移動 / 令4. 5. 1,平28. 5. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

276.0,03-3300-7 / 八歯300,鹿内歯科医院,〒039－1166,八戸市根城字馬場頭３－１９,0178-32-6477,鹿内　恒樹,鹿内　恒樹 / 新規 / 令5. 6. 1,平29. 6. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

277.0,03-3301-5 / 八歯301,つきだて歯科湊高台診療所,〒031－0823,八戸市湊高台二丁目１３－４２,0178-32-2525,築舘　勇樹,築舘　勇樹 / 交代 / 令6. 3. 1,平30. 3. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

278.0,03-3302-3 / 八歯302,南類家デンタルクリニック,〒031－0004,八戸市南類家３丁目６－６,0178-38-3040,山本　隆介,山本　隆介 / 新規 / 令7. 4. 1,平31. 4. 1,歯　歯外 / 現存,診療所,,,,,,,,,,,,,

279.0,03-3303-1 / 八歯303,中里デンタルクリニック,〒031－0034,八戸市大字鷹匠小路１２番地１,0178-22-2655,医療法人トラストメディカル　理事長　中里　好宏,中里　好宏 / 組織変更 / 令7. 6. 1,令元. 6. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

280.0,03-3304-9 / 八歯304,ななほしデンタルクリニック,〒031－0011,青森県八戸市田向１丁目６－５,0178-38-6562,根橋　祐玄,根橋　祐玄 / 新規 / 令元. 10. 1,令元. 10. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

281.0,03-3305-6 / 八歯305,根城歯科クリニック,〒039－1166,青森県八戸市根城三丁目２３番１６号,0178-47-5607,医療法人根城歯科クリニック　理事長　柳田　隆,柳田　隆 / 組織変更 / 令元. 10. 1,令元. 10. 1,歯　小歯　歯外　矯歯 / 現存,診療所,,,,,,,,,,,,,

282.0,03-3306-4 / 八歯306,渋田歯科クリニック,〒031－0833,青森県八戸市大字大久保字沢目１３番地５,0178-31-6480,医療法人渋田歯科クリニック　理事長　澁田　大路,澁田　大路 / 組織変更 / 令2. 2. 1,令2. 2. 1,歯　歯外 / 現存,診療所,,,,,,,,,,,,,

283.0,03-3307-2 / 八歯307,八戸市休日歯科診療所,〒031－0011,青森県八戸市田向三丁目６番１号,0178-38-0727,八戸市長,堀部　崇 / 新規 / 令2. 6. 1,令2. 6. 1,歯 / 現存,診療所,,,,,,,,,,,,,

284.0,03-3308-0 / 八歯308,高橋歯科クリニック,〒031－0822,青森県八戸市大字白銀町字三島上２０番地１,0178-31-1217,医療法人高橋歯科クリニック　理事長　髙橋　秀和,髙橋　秀和 / 移動 / 令2. 9. 23,令2. 9. 23,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

285.0,03-3309-8 / 八歯309,くぼた歯科医院,〒031－0071,八戸市沼館３丁目３－３,,久保田　晃子,久保田　晃子 / 交代 / 令4. 1. 1,令4. 1. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

286.0,03-3311-4 / 八歯311,白銀吉田歯科医院,〒031－0822,八戸市大字白銀町字大沢頭２８－６,0178-34-2340,吉田　茉莉子,吉田　茉莉子 / 交代 / 令4. 12. 14,令4. 12. 14,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

287.0,03-3312-2 / 八歯312,なかさと歯科,〒031－0072,八戸市城下四丁目五－十三,0178-22-3715,中里　守,中里　守 / 交代 / 令5. 1. 25,令5. 1. 25,歯 / 現存,診療所,,,,,,,,,,,,,

288.0,03-3315-5 / 八歯315,ＳＫＹ　ＤＥＮＴＡＬ　ＣＬＩＮＩＣ,〒031－0833,八戸市大久保小久保尻１７－１４,0178-20-9040,五日市　純宏,五日市　純宏 / 新規 / 令6. 2. 1,令6. 2. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

289.0,03-3316-3 / 八歯316,八戸ニュータウンデンタルクリニック,〒039－1114,八戸市北白山台五丁目１番７号,0178-38-9941,医療法人共立会　理事長　木村　功,青木　良仁 / 交代 / 令6. 2. 1,令6. 2. 1,歯　小歯　矯歯　歯外 / 現存,診療所,,,,,,,,,,,,,

290.0,03-3317-1 / 八歯317,溝口歯科クリニック,〒031－0081,八戸市柏崎５丁目７－１１,0178-22-3633,溝口　智大,溝口　智大 / 新規 / 令6. 11. 1,令6. 11. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

291.0,03-3318-9 / 八歯318,ルミナデンタルクリニック,〒039－1104,八戸市田面木字上田面木２０－４３,0178-27-9219,松井　裕之,松井　裕之 / 交代 / 令6. 11. 17,令6. 11. 17,歯　歯外 / 現存,診療所,,,,,,,,,,,,,

292.0,03-3319-7 / 八歯319,医療法人ソリスデンタルクリニック,〒031－0011,八戸市田向二丁目１５番１０号,0178-80-7843,医療法人ソリスデンタルクリニック　理事長　及川　大成,及川　大成 / 組織変更 / 令7. 2. 1,令7. 2. 1,歯　歯外 / 現存,診療所,,,,,,,,,,,,,

293.0,03-3320-5 / 八歯320,ＷＡＴＡＮＡＢＥ　ＤＥＮＴＡＬ　ＣＬＩＮＩＣ,〒031－0011,八戸市田向２丁目６番１０号,0178-38-8031,医療法人ＷＡＴＡＮＡＢＥ　ＤＥＮＴＡＬ　ＣＬＩＮＩＣ　理事長　渡辺　理平,渡辺　理平 / 組織変更 / 令7. 2. 1,令7. 2. 1,歯　歯外 / 現存,診療所,,,,,,,,,,,,,

294.0,04-3030-8 / 黒歯30,花園歯科医院,〒036－0371,黒石市大字花園町７１,0172-52-8078,山形　哲則,山形　哲則 / 新規 / 令5. 12. 1,昭62. 12. 1,歯 / 現存,診療所,,,,,,,,,,,,,

295.0,04-3033-2 / 黒歯33,アップル歯科医院,〒036－0334,黒石市東新町一丁目６,0172-52-7070,野呂　剛,野呂　剛 / 新規 / 令5. 2. 15,平5. 2. 15,歯 / 現存,診療所,,,,,,,,,,,,,

296.0,04-3038-1 / 黒歯38,医療法人　あぼ歯科クリニック,〒036－0541,黒石市北美町一丁目５８,0172-53-5550,医療法人　あぼ歯科クリニック　理事長　阿保　雅彦,阿保　雅彦 / 組織変更 / 令4. 10. 1,平10. 10. 1,歯 / 現存,診療所,,,,,,,,,,,,,

297.0,04-3042-3 / 黒歯42,石川歯科クリニック,〒036－0351,黒石市黒石字十三森１８４－９,0172-59-0172,石川　文洋,石川　文洋 / 新規 / 令3. 5. 1,平15. 5. 1,歯　矯歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

298.0,04-3043-1 / 黒歯43,清藤歯科医院,〒036－0367,黒石市前町２３－２,0172-52-2303,清藤　洋之,清藤　洋之 / 交代 / 令3. 5. 1,平15. 5. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

299.0,04-3044-9 / 黒歯44,こだま歯科医院,〒036－0357,黒石市追子野木１－２４７－３９,0172-53-6874,児玉　丹奈,児玉　丹奈 / 新規 / 令4. 4. 1,平16. 4. 1,歯　矯歯　小歯　歯外 / 休止,診療所,,,,,,,,,,,,,

300.0,04-3049-8 / 黒歯49,くどう歯科医院,〒036－0306,黒石市大字内町８番地５,0172-59-2130,工藤　康之,工藤　康之 / 組織変更 / 令3. 7. 1,平27. 7. 1,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

301.0,04-3050-6 / 黒歯50,中村歯科医院,〒036－0385,黒石市大板町１１－１,0172-52-3573,中村　忍,中村　忍 / 交代 / 令3. 8. 22,平27. 8. 22,歯 / 現存,診療所,,,,,,,,,,,,,

302.0,04-3051-4 / 黒歯051,アクロスプラザ歯科,〒036－0515,青森県黒石市富士見１０３番地３,0172-55-8188,医療法人社団龍仁会　理事長　佐藤　正浩,佐藤　正浩 / 組織変更 / 令元. 7. 1,令元. 7. 1,歯 / 現存,診療所,,,,,,,,,,,,,

303.0,05-3022-2 / 五歯22,田附歯科医院,〒037－0075,五所川原市字寺町１６,0173-34-3082,田附　敏良,田附　良仁 / 新規 / 令5. 7. 1,昭56. 7. 1,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

304.0,05-3026-3 / 五歯26,高満歯科医院,〒037－0072,五所川原市字川端町３－６,0173-34-2468,髙満　幸宜,髙満　幸宜 / 新規 / 令5. 8. 15,昭62. 8. 15,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

305.0,05-3029-7 / 五歯29,中嶋歯科医院,〒037－0061,五所川原市字雛田３２,0173-34-3366,中嶋　和郎,中嶋　和郎 / 新規 / 令5. 5. 1,平2. 5. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

