id,code,name,prefecture,address,tel,corporation,director,established,bed_type_and_count,facility_type,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24iid,code.1,name.1,address.1,prefecture.1,tel.1,corporation.1,director.1,established.1,bed_type_and_count.1,facility_type.1,col12.1,col13.1,col14.1,col15.1,col16.1,col17.1,col18.1,col19.1,col20.1,col21.1,col22.1,col23.1,col24

1195.0,10-3225-2,北海道医療大学　歯科クリニック,〒061－0293,石狩郡当別町字金沢１７５７番地,0133-23-1604,学校法人　東日本学園,齋藤　隆史 / その他 / 令5. 7. 1,平17. 7. 1,歯　矯歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1196.0,10-3227-8,わかば歯科クリニック,〒061－3223,石狩市緑苑台東３条１丁目１０２番地,0133-74-6886,田中　祐輔,田中　祐輔 / 新規 / 令6. 6. 1,平18. 6. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1197.0,10-3229-4,医療法人社団　いずみ野歯科クリニック,〒067－0034,江別市いずみ野２２番地の７,011-382-8000,医療法人社団　いずみ野歯科クリニック,田原　政和 / 組織変更 / 令6. 12. 1,平18. 12. 1,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1198.0,10-3230-2,かわだ歯科クリニック,〒069－0823,江別市緑ケ丘４番地１４,011-887-6161,河田　知久,河田　知久 / 新規 / 令7. 4. 15,平19. 4. 15,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1199.0,10-3233-6,さへき歯科クリニック,〒067－0014,江別市４条５丁目１５番地２,011-391-6480,佐伯　典彦,佐伯　典彦 / 新規 / 令元. 11. 1,平19. 11. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1200.0,10-3237-7,江別ガーデン歯科,〒067－0064,江別市上江別南町５２－１０,011-384-0987,豊泉　禎,豊泉　禎 / 交代 / 令2. 7. 1,平20. 7. 1,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1201.0,10-3239-3,ひろはしハートフル歯科,〒067－0064,江別市上江別４４２番１６,011-376-0330,廣橋　賢,廣橋　賢 / 新規 / 令3. 5. 1,平21. 5. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1202.0,10-3243-5,浦本歯科クリニック,〒069－0851,江別市大麻園町２５番地の１,011-388-4618,浦本　大三,浦本　大三 / 新規 / 令5. 4. 1,平23. 4. 1,歯　矯歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1203.0,10-3245-0,上江別歯科・矯正歯科,〒067－0065,江別市ゆめみ野東町３－１,011-391-7890,宮腰　淳二,宮腰　淳二 / 新規 / 令5. 10. 1,平23. 10. 1,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1204.0,10-3250-0,ひの歯科クリニック,〒069－0821,江別市東野幌町５－２０,011-382-8241,日野　純,日野　純 / 交代 / 令7. 4. 1,平25. 4. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1205.0,10-3253-4,石川歯科医院,〒069－0813,江別市野幌町３０－１,011-383-8844,石川　紘一,石川　紘一 / 移動 / 令元. 12. 1,平25. 12. 1,歯　歯外　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1206.0,10-3255-9,ＰＡＤＭＡ　Ｄｅｎｔａｌ　Ｃｌｉｎｉｃ,〒069－0812,江別市幸町９番地の１１,011-385-3737,医療法人　Ｉｍａｍｉｙａ　Ｍｅｄｉｃａｌ　Ａｌｌｉａｎｃｅ,金山　巨樹 / 新規 / 令2. 2. 1,平26. 2. 1,歯　小歯　歯外　矯歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1207.0,10-3257-5,高松歯科医院,〒061－3205,石狩市花川南５条２丁目２１１,0133-73-3677,医療法人瑛雄会,髙松　雄一郎 / 組織変更 / 令2. 4. 1,平26. 4. 1,歯　歯外　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1208.0,10-3259-1,はなかわ歯科クリニック,〒061－3201,石狩市花川南１条３丁目５６,0133-73-0100,　祥之,　祥之 / 新規 / 令2. 10. 1,平26. 10. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1209.0,10-3260-9,阿部歯科医院,〒069－0813,江別市野幌町４８－２梶野ビル１階,011-384-3757,阿部　直樹,阿部　直樹 / 移動 / 令2. 10. 1,平26. 10. 1,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1210.0,10-3261-7,当別ファミリー歯科,〒061－0233,石狩郡当別町白樺町５番地２４,0133-23-4618,近澤　慶,近澤　慶 / 交代 / 令3. 2. 1,平27. 2. 1,歯　小歯　歯外　矯歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1211.0,10-3262-5,医療法人社団三春会あかしあ歯科クリニック,〒067－0004,江別市若草町９番地１６,011-375-1189,医療法人社団三春会,岡田　文吉 / 新規 / 令3. 3. 1,平27. 3. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1212.0,10-3266-6,しんしのつ村歯科診療所,〒068－1115,石狩郡新篠津村第４５線北１４番地,0126-39-2118,小野　倫之,小野　倫之 / 交代 / 令3. 7. 1,平27. 7. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1213.0,10-3267-4,キクチデンタルクリニック,〒061－3216,石狩市花川北６条３丁目１８２－１,0133-76-6480,医療法人菊地会,菊地　絢子 / 組織変更 / 令3. 10. 1,平27. 10. 1,歯　小歯　矯歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1214.0,10-3268-2,さかもと歯科クリニック,〒067－0005,江別市牧場町１９番地３１,011-802-5400,坂本　瑛介,坂本　瑛介 / 新規 / 令3. 12. 1,平27. 12. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1215.0,10-3270-8,医療法人社団　来仁会　野幌歯科クリニック,〒069－0813,江別市野幌町５２番地８野幌駅前ビル１Ｆ,011-389-4182,医療法人社団　来仁会,山﨑　弘太郎 / 新規 / 令4. 4. 1,平28. 4. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1216.0,10-3271-6,医療法人社団　真俊会　アップル歯科　矯正歯科　総合クリニック江別,〒069－0813,江別市野幌町５０－３７,011-385-8822,医療法人社団　真俊会,望月　俊男 / 組織変更 / 令4. 4. 1,平28. 4. 1,歯　小歯　矯歯　歯外 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1217.0,10-3272-4,医療法人社団　真俊会　高砂歯科,〒067－0064,江別市上江別４６４－１,011-391-0607,医療法人社団　真俊会,桑原　悠造 / 交代 / 令4. 4. 1,平28. 4. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1218.0,10-3273-2,今井歯科（往診専門）,〒069－0851,江別市大麻園町１８－１０,011-386-9689,今井　徹,今井　徹 / 新規 / 令4. 5. 1,平28. 5. 1,歯　歯外　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1219.0,10-3275-7,うらた歯科,〒061－3216,石狩市花川北６条３丁目８番地,0133-72-8148,浦田　晴彦,浦田　晴彦 / 移動 / 令4. 5. 1,平28. 5. 1,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1220.0,10-3276-5,おおあさメディカルビル歯科,〒069－0854,江別市大麻中町２－１７メディカルビルおおあさ３Ｆ,011-387-3339,須川　益充,須川　益充 / 交代 / 令5. 6. 1,平29. 6. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1221.0,10-3278-1,医療法人優翔会野幌ふじい歯科医院,〒069－0813,北海道江別市野幌町１９番地３,011-382-0876,医療法人優翔会野幌ふじい歯科医院,藤井　あずさ / 組織変更 / 令7. 1. 1,平31. 1. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1222.0,10-3279-9,医療法人社団　中央歯科医院,〒069－0801,江別市中央町１番地１７,011-382-5859,医療法人社団　中央歯科医院,小川　敦史 / 移動 / 令7. 4. 1,平31. 4. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1223.0,10-3280-7,コープ歯科クリニック,〒061－3213,石狩市花川北３条３丁目９－２コープさっぽろいしかり店２Ｆ,0133-72-1182,白石　典史,白石　典史 / 交代 / 令7. 4. 1,平31. 4. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1224.0,10-3281-5,まきうら歯科,〒069－0852,江別市大麻東町２７－５,011-386-8123,牧浦　哲司,牧浦　哲司 / 新規 / 令7. 6. 1,令元. 6. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1225.0,10-3284-9,医療法人社団天祐会江別イオン歯科,〒069－0812,江別市幸町３５番地イオン江別店３Ｆ,011-389-6001,医療法人社団天祐会,中根　一暢 / 組織変更 / 令2. 9. 1,令2. 9. 1,歯　歯外　小歯　矯歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1226.0,10-3286-4,当山歯科医院,〒061－3208,石狩市花川南８条３丁目２０,0133-73-1791,医療法人社団当山歯科医院,当山　大介 / 組織変更 / 令2. 11. 1,令2. 11. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1227.0,10-3287-2,キリン歯科,〒069－0834,江別市文京台東町１１番地３１大麻南ビル,011-387-1290,医療法人社団高橋,長谷川　恵教 / 交代 / 令2. 12. 1,令2. 12. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1228.0,10-3288-0,えべつの杜こども歯科,〒069－0865,江別市大麻南樹町１丁目１－３,011-388-3311,種市　梨紗,種市　梨紗 / 新規 / 令3. 4. 1,令3. 4. 1,小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1229.0,10-3291-4,やすおか歯科クリニック,〒069－0813,江別市野幌町６８－１４,011-375-1123,安岡　真吾,安岡　真吾 / 新規 / 令4. 1. 1,令4. 1. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1230.0,10-3292-2,垣野歯科医院,〒069－0841,江別市大麻元町１６８－６,011-388-4188,垣野　健,垣野　健 / 移動 / 令4. 6. 1,令4. 6. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1231.0,10-3293-0,かわはら歯科,〒069－0824,江別市東野幌本町７番地５セリオのっぽろ　２Ｆ,011-398-5588,医療法人社団稲友会,川原　健介 / 新規 / 令5. 1. 1,令5. 1. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1232.0,10-3294-8,いしかりｋｉｄｓデンタルプレイス,〒061－3217,石狩市花川北７条３丁目９番,0133-77-7739,福田　敦史,福田　敦史 / 新規 / 令5. 4. 1,令5. 4. 1,歯　小歯　矯歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1233.0,10-3296-3,石狩かしま歯科,〒061－3208,石狩市花川南８条４丁目４５３番地,0133-62-8874,鹿島　恒一,鹿島　恒一 / 新規 / 令5. 6. 1,令5. 6. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1234.0,10-3297-1,５丁目通り歯科,〒067－0032,江別市元江別８８６－１２,011-381-1444,山本　千洋,山本　千洋 / 交代 / 令5. 5. 1,令5. 5. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1235.0,10-3298-9,医療法人訪問歯科診療所ひまわり,〒069－0801,江別市中央町１番地の１４,011-383-7120,医療法人訪問歯科診療所ひまわり　理事長　小西　慶孝,小西　慶孝 / 組織変更 / 令5. 11. 1,令5. 11. 1,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1236.0,10-3299-7,石川デンタルオフィス,〒061－3213,石狩市花川北３条３丁目６番地３,0133-77-5711,医療法人公善会　理事長　石川　昌洋,石川　昌洋 / 組織変更 / 令6. 6. 1,令6. 6. 1,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1237.0,10-3300-3,山本歯科クリニック,〒067－0063,江別市上江別西町５３－２３,011-391-2217,医療法人辰生会　理事長　山本　崇,山本　崇 / 組織変更 / 令6. 10. 1,令6. 10. 1,歯　歯外 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1238.0,11-3026-2,石澤歯科医院,〒061－1353,恵庭市島松本町１丁目７番１０号,0123-36-8319,石澤　豊,石澤　豊 / 交代 / 令6. 9. 1,昭51. 9. 1,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1239.0,11-3029-6,第一歯科,〒066－0028,千歳市花園５丁目５番７号,01232-4-5442,隅田　潤ノ助,隅田　潤ノ助 / 移動 / 令5. 5. 1,昭53. 5. 1,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1240.0,11-3032-0,赤堀歯科医院,〒066－0061,千歳市栄町５丁目１０－３,0123-26-2021,赤堀　氾昌,赤堀　氾昌 / 新規 / 令6. 7. 15,昭54. 7. 15,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1241.0,11-3041-1,横尾歯科医院,〒061－1145,北広島市泉町１丁目２番地の２,01137-2-0623,横尾　剛,横尾　剛 / 新規 / 令4. 9. 15,昭55. 9. 15,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1242.0,11-3049-4,能登原歯科,〒061－1147,北広島市里見町４丁目１番地２,01137-2-1622,能登原　美宏,能登原　美宏 / 新規 / 令5. 9. 15,昭56. 9. 15,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1243.0,11-3068-4,諸岡歯科医院,〒066－0036,千歳市北栄２丁目８番４号,0123-23-4380,諸岡　勝重,諸岡　勝重 / 交代 / 令6. 1. 1,昭60. 1. 1,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1244.0,11-3070-0,おがわ歯科医院,〒066－0065,千歳市春日町１丁目４番１号,0123-22-3533,小川　直樹,小川　直樹 / 新規 / 令3. 12. 15,昭60. 12. 15,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1245.0,11-3081-7,池田歯科クリニック,〒066－0017,千歳市日の出町３丁目１番１号,0123-27-1031,池田　至優,池田　至優 / 新規 / 令6. 5. 1,昭63. 5. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1246.0,11-3083-3,医療法人社団北楡会　ファミリー歯科クリニック,〒066－0062,千歳市千代田町６丁目２２番地,0123-26-2293,医療法人社団北楡会,小畑　彰 / 組織変更 / 令6. 9. 1,昭63. 9. 1,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1247.0,11-3084-1,医療法人社団北楡会　めぐみの歯科,〒061－1373,恵庭市恵み野西２丁目２番２,0123-36-8841,医療法人社団　北楡会,福田　武男 / 組織変更 / 令6. 9. 1,昭63. 9. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1248.0,11-3085-8,医療法人社団　前島歯科医院,〒061－1417,恵庭市駒場町１丁目６番２０号,0123-33-8811,医療法人社団　前島歯科医院,前島　道生 / 組織変更 / 令4. 1. 1,昭64. 1. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1249.0,11-3096-5,たて歯科クリニック,〒061－1445,恵庭市新町１番地１,0123-34-0118,楯　道秀,楯　道秀 / 新規 / 令4. 12. 15,平元. 12. 15,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1250.0,11-3099-9,おくだ歯科医院,〒061－1105,北広島市西の里東４丁目１番地２３,011-375-2375,奥田　正幸,奥田　正幸 / 移動 / 令5. 4. 15,平2. 4. 15,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1251.0,11-3100-5,宮川歯科医院,〒066－0073,千歳市北斗２丁目１０番８号,0123-22-5544,宮川　比呂志,宮川　比呂志 / 新規 / 令5. 7. 1,平2. 7. 1,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1252.0,11-3102-1,医療法人社団　尾島歯科医院,〒066－0034,千歳市富丘４丁目５番２２号,0123-22-6648,医療法人社団　尾島歯科医院,菊池　文利 / 組織変更 / 令5. 10. 1,平2. 10. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1253.0,11-3103-9,医療法人社団　加々見歯科,〒061－1134,北広島市広葉町３丁目９番５,011-372-2122,医療法人社団　加々見歯科,加々見　寛行 / 組織変更 / 令5. 10. 1,平2. 10. 1,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1254.0,11-3105-4,医療法人社団　ひらい歯科医院,〒061－1273,北広島市大曲柏葉２丁目１番地７,011-377-4135,医療法人社団　ひらい歯科医院,平井　佑介 / 組織変更 / 令5. 10. 1,平2. 10. 1,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1255.0,11-3109-6,佑愛歯科医院,〒066－0037,千歳市新富３丁目２０－１０,0123-24-4181,内海　治,内海　治 / 移動 / 令5. 12. 15,平2. 12. 15,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1256.0,11-3115-3,医療法人社団　かわい歯科,〒061－1104,北広島市西の里北５丁目１番地３,011-375-2636,医療法人社団　かわい歯科,河井　芳樹 / 組織変更 / 令6. 8. 1,平3. 8. 1,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1257.0,11-3116-1,藤川歯科小児歯科医院,〒061－1137,北広島市緑陽町２丁目９番地２,011-372-1555,医療法人社団　藤川歯科医院,藤川　大輔 / 組織変更 / 令6. 9. 1,平3. 9. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1258.0,11-3118-7,アイボリー歯科,〒061－1351,恵庭市島松東町１丁目１番１号,0123-36-2277,村松　宏之,村松　宏之 / 新規 / 令3. 12. 1,平3. 12. 1,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1259.0,11-3119-5,菅野歯科医院,〒066－0031,千歳市長都駅前１丁目６番１２,0123-26-8115,菅野　保,菅野　保 / その他 / 令3. 12. 15,平3. 12. 15,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1260.0,11-3120-3,なかじま歯科診療室,〒061－1133,北広島市栄町１丁目１番２　５階,011-372-6480,中島　康晴,中島　康晴 / 新規 / 令4. 5. 1,平4. 5. 1,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1261.0,11-3127-8,みぞぐち歯科クリニック,〒066－0035,千歳市高台２丁目７番１６,0123-23-7131,溝口　千秋,溝口　千秋 / 新規 / 令4. 8. 15,平4. 8. 15,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1262.0,11-3129-4,栗山歯科クリニック,〒066－0052,千歳市文京３丁目２番２,0123-28-1844,栗山　秀之,栗山　秀之 / 新規 / 令4. 11. 15,平4. 11. 15,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1263.0,11-3132-8,すぎえ歯科,〒061－1373,恵庭市恵み野西１丁目８恵み野駅前ビル,0123-37-3030,杉江　豊文,杉江　豊文 / 新規 / 令5. 4. 1,平5. 4. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1264.0,11-3134-4,医療法人社団　わかつき歯科医院,〒066－0027,千歳市末広８丁目７９番４号,0123-22-2288,医療法人社団　わかつき歯科医院,若槻　憲明 / 移動 / 令5. 10. 1,平5. 10. 1,歯 / 休止,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1265.0,11-3135-1,小泉歯科医院,〒061－1425,恵庭市文京町３丁目１番地６号,0123-34-6833,小泉　倫弥,小泉　倫弥 / 新規 / 令5. 10. 15,平5. 10. 15,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1266.0,11-3136-9,なんぶ歯科医院,〒066－0033,千歳市北光６丁目１番地１号,0123-22-2234,南部　吉伸,南部　吉伸 / 新規 / 令6. 7. 1,平6. 7. 1,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1267.0,11-3138-5,ひらなか歯科医院,〒061－1414,恵庭市漁町１０１番地,0123-32-7066,平中　良治,平中　良治 / 新規 / 令4. 4. 1,平7. 4. 1,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1268.0,11-3139-3,おおはし歯科医院,〒066－0047,千歳市本町１丁目１７番地３,0123-26-8148,大橋　正彦,大橋　正彦 / 新規 / 令4. 4. 1,平7. 4. 1,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1269.0,11-3140-1,青山歯科,〒061－1353,恵庭市島松本町３丁目１６番２７号,0123-37-3118,青山　康彦,青山　康彦 / 新規 / 令4. 4. 15,平7. 4. 15,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1270.0,11-3141-9,ユー歯科,〒066－0025,千歳市梅ケ丘１丁目７番１９号,0123-26-8881,梅本　幸男,梅本　幸男 / 新規 / 令5. 1. 1,平8. 1. 1,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1271.0,11-3142-7,いなば歯科医院,〒066－0041,千歳市清水町４丁目１－１１,0123-24-1781,稲場　昭人,稲場　昭人 / 新規 / 令5. 2. 1,平8. 2. 1,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1272.0,11-3143-5,すもり歯科・矯正歯科クリニック,〒066－0061,千歳市栄町６丁目５１番地イオン千歳店２Ｆ,0123-22-8181,壽盛　真,壽盛　真 / 新規 / 令5. 3. 15,平8. 3. 15,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1273.0,11-3148-4,あさの歯科医院,〒061－1373,恵庭市恵み野西６丁目２２番２,0123-37-3333,浅野　元広,浅野　元広 / 新規 / 令5. 12. 15,平8. 12. 15,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1274.0,11-3150-0,澤田歯科医院,〒061－1414,恵庭市漁町２４番地,0123-33-4697,澤田　隆郎,澤田　隆郎 / 交代 / 令6. 1. 1,平9. 1. 1,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1275.0,11-3152-6,医療法人社団北楡会　青葉公園歯科,〒066－0047,千歳市本町２丁目２８番地２,0123-23-1182,医療法人社団北楡会,加藤　滋 / 新規 / 令6. 7. 15,平9. 7. 15,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1276.0,11-3156-7,医療法人社団　マナベ矯正歯科,〒066－0062,千歳市千代田町６丁目４１番地,0123-42-0187,医療法人社団　マナベ矯正歯科,真鍋　淳 / 組織変更 / 令4. 1. 1,平10. 1. 1,歯　矯歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1277.0,11-3158-3,医療法人社団弘仁会　住吉歯科医院,〒066－0026,千歳市住吉３丁目１４番１４号,0123-23-7005,医療法人社団弘仁会　住吉歯科医院,政所　明弘 / 組織変更 / 令4. 8. 1,平10. 8. 1,歯　矯歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1278.0,11-3159-1,たかつ歯科クリニック,〒061－1123,北広島市朝日町２丁目６番地１,011-373-8222,髙津　良二,髙津　良二 / 新規 / 令4. 9. 15,平10. 9. 15,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1279.0,11-3160-9,木川歯科医院,〒061－1103,北広島市虹ヶ丘６丁目８番地２７,011-374-2525,木川　慶一,木川　慶一 / 新規 / 令4. 10. 1,平10. 10. 1,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1280.0,11-3161-7,あさひファミリー歯科医院,〒061－1123,北広島市朝日町３丁目１ー１３,011-370-2282,伊藤　大作,伊藤　大作 / 新規 / 令4. 12. 15,平10. 12. 15,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1281.0,11-3163-3,だんじょう歯科医院,〒066－0033,千歳市北光１丁目４番１４号,0123-40-4888,檀上　達,檀上　達 / 新規 / 令5. 4. 15,平11. 4. 15,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1282.0,11-3170-8,みと歯科クリニック,〒061－1442,恵庭市緑町２丁目３番１号,0123-32-3508,水戸　光則,水戸　光則 / 新規 / 令6. 11. 1,平12. 11. 1,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1283.0,11-3172-4,たかぎ歯科,〒066－0028,千歳市花園７丁目１３番地の１３,0123-42-8020,髙木　昌人,髙木　昌人 / 新規 / 令7. 3. 1,平13. 3. 1,歯　矯歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

1284.0,11-3174-0,まきば歯科,〒061－1421,恵庭市美咲野２丁目３番６号,0123-34-1184,清水　嘉彦,清水　嘉彦 / 新規 / 令元. 8. 15,平13. 8. 15,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

