id,code,name,address,prefecture,tel,corporation,director,established,bed_type_and_count,facility_type,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27
192.0,02 / 宮歯40,3040.0,0.0,くらた歯科医院,〒027－0025,宮古市実田一丁目７番１７号,0193-64-5088 / 新規 / 令4. 6. 1,倉田　英生,倉田　英生 / 現存,平4. 6. 1,歯,診療所,,,,,,,,,,,,,,

193.0,02 / 宮歯41,3041.0,8.0,佐原歯科医院,〒027－0095,宮古市佐原三丁目４番１号,0193-64-6688 / 新規 / 令5. 9. 1,中居　英司,中居　英司 / 現存,平5. 7. 2,歯,診療所,,,,,,,,,,,,,,

194.0,02 / 宮歯42,3042.0,6.0,昆デンタルクリニック,〒027－0203,宮古市津軽石第５地割字裏角地８８番１５号,0193-67-4380 / 新規 / 令4. 5. 22,昆　亜紀夫,昆　亜紀夫 / 現存,平7. 5. 22,歯,診療所,,,,,,,,,,,,,,

195.0,02 / 宮歯46,3046.0,7.0,伊藤歯科医院,〒027－0038,宮古市小山田二丁目７番６９号,0193-71-2288 / 移動 / 令6. 12. 20,伊藤　房恵,伊藤　房恵 / 現存,平12. 12. 20,歯,診療所,,,,,,,,,,,,,,

196.0,02 / 宮歯53,3053.0,3.0,坂下歯科医院,〒027－0052,宮古市宮町一丁目１番４６号,0193-65-6030 / 新規 / 令2. 5. 8,坂下　勝啓,坂下　勝啓 / 現存,平20. 5. 8,歯　小歯,診療所,,,,,,,,,,,,,,

197.0,02 / 宮歯54,3054.0,1.0,宮古市国民健康保険川井歯科診療所,〒028－2302,宮古市川井第２地割１６９番地５,0193-76-2363 / 新規 / 令7. 6. 1,宮古市長　山本　正德,米澤　紗織 / 現存,平19. 6. 1,歯,診療所,,,,,,,,,,,,,,

198.0,02 / 宮歯55,3055.0,8.0,黒田歯科,〒027－0021,宮古市藤原二丁目１０番１５号,0193-64-1118 / 移動 / 令5. 11. 1,黒田　俊之,黒田　俊之 / 現存,平23. 11. 1,歯,診療所,,,,,,,,,,,,,,

199.0,02 / 宮歯56,3056.0,6.0,デンタルオフィス松橋,〒027－0074,宮古市保久田４番２６号,0193-63-1145 / 交代 / 令6. 1. 1,松橋　精二郎,松橋　精二郎 / 現存,平24. 1. 1,歯,診療所,,,,,,,,,,,,,,

200.0,02 / 宮歯058,3058.0,2.0,宮古うみねこ歯科クリニック,〒027－0082,宮古市向町４番４号,0193-65-8281 / 新規 / 令5. 2. 1,岡村　真也,岡村　真也 / 現存,令5. 2. 1,歯　歯外　矯歯,診療所,,,,,,,,,,,,,,

201.0,02 / 宮歯059,3059.0,0.0,山本歯科医院,〒027－0325,宮古市田老三王一丁目１番３－２号,0193-65-8855 / 交代 / 令6. 4. 1,山本　尚德,山本　尚德 / 現存,令6. 4. 1,歯,診療所,,,,,,,,,,,,,,

202.0,03 / 大歯19,3019.0,2.0,後藤歯科医院,〒022－0001,大船渡市末崎町字平林７２番地２６,0192-29-3888 / 新規 / 令6. 6. 4,後藤　俊明,後藤　俊明 / 現存,昭63. 6. 4,歯,診療所,,,,,,,,,,,,,,

203.0,03 / 大歯22,3022.0,6.0,ちば歯科医院,〒022－0004,大船渡市猪川町字轆轤石１０番地１３,0192-27-8727 / 新規 / 令4. 4. 17,千葉　寛子,千葉　寛子 / 現存,平4. 4. 17,歯,診療所,,,,,,,,,,,,,,

204.0,03 / 大歯28,3028.0,3.0,いわぶち歯科,〒022－0002,大船渡市大船渡町字新田４８番地２２,0192-21-3377 / 新規 / 令7. 4. 5,岩渕　由之,岩渕　由之 / 現存,平13. 4. 5,歯,診療所,,,,,,,,,,,,,,

205.0,03 / 大歯29,3029.0,1.0,大船渡市国民健康保険歯科診療所,〒022－0211,大船渡市三陸町綾里字平舘７５番地２,0192-42-3228 / 令4. 6. 1,大船渡市長　渕上　清,熊谷　優志 / 現存,昭55. 6. 1,歯,診療所,,,,,,,,,,,,,,

206.0,03 / 大歯32,3032.0,5.0,渡辺歯科クリニック,〒022－0004,大船渡市猪川町字前田３番地３,0192-26-5100 / 交代 / 令3. 4. 1,渡辺　美紀,渡辺　美紀 / 現存,平15. 4. 1,歯　矯歯,診療所,,,,,,,,,,,,,,

207.0,03 / 大歯34,3034.0,1.0,広沢歯科医院,〒022－0003,大船渡市盛町字宇津野沢５番地２号,0192-27-4310 / 交代 / 令3. 4. 28,廣澤　聡,廣澤　聡 / 現存,平21. 4. 28,歯,診療所,,,,,,,,,,,,,,

208.0,03 / 大歯36,3036.0,6.0,及川歯科医院,〒022－0003,大船渡市盛町字みどり町３番地１５,0192-27-5582 / 組織変更 / 令4. 3. 1,医療法人理誠会　理事長　及川　理,及川　理 / 現存,平22. 3. 1,歯　歯外,診療所,,,,,,,,,,,,,,

209.0,03 / 大歯37,3037.0,4.0,細川歯科医院,〒022－0002,大船渡市大船渡町字台１６番地２,0192-27-4158 / 移動 / 令5. 8. 1,細川　貴孝,細川　貴孝 / 現存,平23. 8. 1,歯,診療所,,,,,,,,,,,,,,

210.0,03 / 大歯39,3039.0,0.0,いいだ歯科クリニック,〒022－0002,大船渡市大船渡町字富沢３１番地１,0192-26-0082 / 新規 / 令7. 3. 1,飯田　浩之,飯田　浩之 / 現存,平25. 3. 1,歯　小歯,診療所,,,,,,,,,,,,,,

211.0,03 / 大歯40,3040.0,8.0,橋爪歯科医院,〒022－0002,大船渡市大船渡町字上山１１－１８,0192-27-8282 / 移動 / 令元. 10. 16,橋爪　正一,橋爪　正一 / 現存,平25. 10. 16,歯,診療所,,,,,,,,,,,,,,

212.0,03 / 大歯41,3041.0,6.0,峰岸歯科医院,〒022－0002,大船渡市大船渡町字笹崎１５－９,0192-27-5535 / 移動 / 令元. 11. 11,熊谷　英人,熊谷　英人 / 現存,平25. 11. 11,歯　小歯,診療所,,,,,,,,,,,,,,

213.0,03 / 大歯42,3042.0,4.0,くまかみ歯科クリニック,〒022－0007,大船渡市赤崎町字諏訪前３７番地２,0192-21-1888 / 組織変更 / 令2. 8. 1,医療法人一止会　理事長　熊上　亮,熊上　亮 / 現存,平26. 8. 1,歯,診療所,,,,,,,,,,,,,,

214.0,03 / 大歯45,3045.0,7.0,気仙訪問歯科診療所,〒022－0002,大船渡市大船渡町字新田４６番地４,0192-47-4533 / 移動 / 令3. 6. 1,大阿久　国賢,大阿久　国賢 / 現存,平27. 6. 1,歯,診療所,,,,,,,,,,,,,,

215.0,05 / 花歯30,3030.0,4.0,高田歯科医院,〒025－0088,花巻市東町３番２８号,0198-23-5545 / 新規 / 令4. 12. 1,高田　宣之,高田　宣之 / 現存,昭55. 12. 1,歯,診療所,,,,,,,,,,,,,,

216.0,05 / 花歯32,3032.0,0.0,狩野歯科医院,〒025－0042,花巻市円万寺字法船８０番地,0198-28-4100 / 新規 / 令6. 10. 1,狩野　裕史,狩野　裕史 / 現存,昭57. 10. 1,歯,診療所,,,,,,,,,,,,,,

217.0,05 / 花歯33,3033.0,8.0,金子歯科医院,〒025－0087,花巻市上町８番１７号,0198-23-3518 / 新規 / 令4. 4. 1,金子　克彦,金子　克彦 / 現存,昭58. 4. 1,歯　矯歯,診療所,,,,,,,,,,,,,,

218.0,05 / 花歯35,3035.0,3.0,植村歯科医院,〒025－0092,花巻市大通り二丁目７番３号,0198-23-2521 / 新規 / 令5. 1. 4,植村　和雄,植村　和雄 / 現存,昭59. 1. 4,歯,診療所,,,,,,,,,,,,,,

219.0,05 / 花歯36,3036.0,1.0,八重樫歯科医院,〒025－0088,花巻市東町４番１１号,0198-24-1088 / 新規 / 令5. 9. 1,八重樫　寿人,八重樫　寿人 / 現存,昭59. 4. 12,歯,診療所,,,,,,,,,,,,,,

220.0,05 / 花歯38,3038.0,7.0,鎌田歯科医院,〒025－0315,花巻市二枚橋町南一丁目４７番地２,0198-26-2113 / 新規 / 令4. 9. 16,鎌田　英史,鎌田　英史 / 現存,昭61. 9. 16,歯　矯歯　小歯,診療所,,,,,,,,,,,,,,

221.0,05 / 花歯40,3040.0,3.0,松園歯科クリニック,〒025－0065,花巻市星が丘二丁目１６番３号,0198-22-5411 / 新規 / 令4. 11. 6,狩野　敦史,狩野　敦史 / 現存,平元. 11. 6,歯,診療所,,,,,,,,,,,,,,

222.0,05 / 花歯41,3041.0,1.0,及川歯科クリニック,〒025－0077,花巻市仲町９番１７号,0198-22-5522 / 新規 / 令5. 9. 1,及川　浄司,及川　浄司 / 現存,平2. 4. 16,歯,診療所,,,,,,,,,,,,,,

223.0,05 / 花歯45,3045.0,2.0,こばやかわ歯科医院,〒025－0084,花巻市桜町四丁目２３４番地１,0198-23-7623 / 新規 / 令6. 7. 25,小早川　隆文,小早川　隆文 / 現存,平3. 7. 25,歯　矯歯　歯外　小歯,診療所,,,,,,,,,,,,,,

224.0,05 / 花歯46,3046.0,0.0,たむら歯科医院,〒025－0021,花巻市南城２７番地１３,0198-23-6788 / 新規 / 令4. 6. 1,田村　太伸,田村　太伸 / 現存,平4. 6. 1,歯,診療所,,,,,,,,,,,,,,

225.0,05 / 花歯47,3047.0,8.0,藤根歯科医院,〒025－0304,花巻市湯本第６地割１６９番地,0198-27-2894 / 新規 / 令5. 9. 1,藤根　浩樹,藤根　浩樹 / 現存,平5. 8. 11,歯　小歯,診療所,,,,,,,,,,,,,,

226.0,05 / 花歯48,3048.0,6.0,宮川歯科クリニック,〒025－0066,花巻市松園町４５０番６号,0198-23-1070 / 新規 / 令4. 12. 1,宮川　和亮,宮川　和亮 / 現存,平7. 12. 1,歯,診療所,,,,,,,,,,,,,,

227.0,05 / 花歯50,3050.0,2.0,多田歯科クリニック,〒025－0097,花巻市若葉町三丁目１５番１号,0198-41-1315 / 新規 / 令4. 1. 12,多田　建造,多田　建造 / 現存,平10. 1. 12,歯,診療所,,,,,,,,,,,,,,

228.0,05 / 花歯51,3051.0,0.0,いしくろ歯科医院,〒025－0064,花巻市桜台二丁目１２番１号,0198-24-8014 / 組織変更 / 令4. 3. 1,医療法人石桜会　理事長　石黒　姿子,石黒　姿子 / 現存,平10. 3. 1,歯　矯歯　小歯,診療所,,,,,,,,,,,,,,

229.0,05 / 花歯52,3052.0,8.0,花巻市休日歯科診療所,〒025－0055,花巻市南万丁目９７０番地５,0198-41-1351 / 新規 / 令4. 4. 26,花巻市長　上田　東一,狩野　敦史 / 現存,平10. 4. 26,歯,診療所,,,,,,,,,,,,,,

230.0,05 / 花歯56,3056.0,9.0,畠山歯科医院,〒025－0091,花巻市西大通り一丁目６番３０号,0198-23-4645 / 組織変更 / 令5. 9. 1,医療法人幸花会　理事長　畠山良彦,畠山　良彦 / 現存,平17. 8. 1,歯　矯歯　小歯,診療所,,,,,,,,,,,,,,

231.0,05 / 花歯62,3062.0,7.0,桜井歯科医院,〒028－3101,花巻市石鳥谷町好地第９地割９番地９,0198-45-5200 / 新規 / 令6. 7. 1,櫻井　保典,櫻井　保典 / 現存,昭57. 7. 1,歯,診療所,,,,,,,,,,,,,,

232.0,05 / 花歯63,3063.0,5.0,上村歯科医院,〒028－3101,花巻市石鳥谷町好地第８地割８８番地１,0198-45-6467 / 新規 / 令6. 11. 12,上村　誠,上村　誠 / 現存,昭57. 11. 12,歯,診療所,,,,,,,,,,,,,,

233.0,05 / 花歯64,3064.0,3.0,佐藤歯科医院,〒028－3101,花巻市石鳥谷町好地第６地割４番地１,0198-45-2300 / 組織変更 / 令5. 9. 1,医療法人佐藤歯科医院　理事長　佐藤　豊,佐藤　豊 / 現存,平5. 4. 1,歯,診療所,,,,,,,,,,,,,,

234.0,05 / 花歯67,3067.0,6.0,おばら歯科医院,〒028－0114,花巻市東和町土沢５区４３０番地,0198-42-3888 / 組織変更 / 令6. 5. 1,医療法人小原クリニック　理事長　小原　宜裕,小原　宜裕 / 現存,平6. 5. 1,歯,診療所,,,,,,,,,,,,,,

235.0,05 / 花歯68,3068.0,4.0,管野歯科医院,〒025－0079,花巻市末広町７番１０号,0198-23-5019 / 交代 / 令6. 6. 1,管野　大輔,管野　大輔 / 現存,平18. 6. 1,歯　矯歯,診療所,,,,,,,,,,,,,,

236.0,05 / 花歯71,3071.0,8.0,にしお歯科クリニック,〒028－3203,花巻市大迫町大迫第３地割１４５番地,0198-48-3088 / 組織変更 / 令3. 9. 1,医療法人ＩＩＣ　理事長　西尾　俊彦,西尾　俊彦 / 現存,平21. 9. 1,歯　矯歯　小歯,診療所,,,,,,,,,,,,,,

237.0,05 / 花歯72,3072.0,6.0,照井歯科医院,〒025－0098,花巻市材木町２８番２２号,0198-23-5850 / 移動 / 令5. 12. 13,照井　淑之,照井　淑之 / 現存,平23. 12. 13,歯,診療所,,,,,,,,,,,,,,

238.0,05 / 花歯73,3073.0,4.0,いとう歯科,〒025－0072,花巻市四日町三丁目８番４号,0198-29-5475 / 新規 / 令6. 12. 13,伊藤　進太郎,伊藤　進太郎 / 現存,平24. 12. 13,歯　小歯,診療所,,,,,,,,,,,,,,

239.0,05 / 花歯74,3074.0,2.0,成田歯科医院,〒025－0092,花巻市大通り一丁目１９番６号,0198-23-4448 / 組織変更 / 令元. 9. 1,医療法人久誠会　理事長　成田　兼久,成田　兼久 / 現存,平25. 9. 1,歯　矯歯　小歯,診療所,,,,,,,,,,,,,,

240.0,05 / 花歯75,3075.0,9.0,おおひら歯科医院,〒025－0094,花巻市桜木町二丁目１２５番地１,0198-29-6474 / 新規 / 令3. 11. 2,大平　明範,大平　明範 / 現存,平27. 11. 2,歯　歯外　小歯,診療所,,,,,,,,,,,,,,

241.0,05 / 花歯76,3076.0,7.0,不動大橋歯科クリニック,〒025－0038,花巻市不動町二丁目１番２号,0198-41-1110 / 組織変更 / 令4. 1. 1,医療法人　久誠会　理事長　成田　兼久,成田　朝子 / 現存,平28. 1. 1,歯　矯歯　小歯,診療所,,,,,,,,,,,,,,

242.0,05 / 花歯77,3077.0,5.0,オーラル総合歯科・矯正歯科,〒025－0016,花巻市高木第１９地割３４番地７,0198-24-0648 / 組織変更 / 令4. 9. 1,医療法人　ハピネス　理事長　八森　新二,八森　新二 / 現存,平28. 9. 1,歯　小歯　矯歯　歯外,診療所,,,,,,,,,,,,,,

243.0,05 / 花歯78,3078.0,3.0,多田歯科医院,〒028－0115,花巻市東和町安俵１１区１番地２,0198-42-2536 / 交代 / 令4. 11. 1,多田　源,多田　源 / 現存,平28. 11. 1,歯　歯外　小歯,診療所,,,,,,,,,,,,,,

244.0,05 / 花歯79,3079.0,1.0,医療法人廣正会寺内歯科医院,〒025－0091,花巻市西大通り二丁目１３番１３号,0198-41-1818 / 組織変更 / 令5. 5. 1,医療法人廣正会　理事長　寺内　正廣,寺内　正廣 / 現存,平29. 5. 1,歯　歯外　矯歯　小歯,診療所,,,,,,,,,,,,,,

245.0,05 / 花歯80,3080.0,9.0,あおいデンタル,〒025－0061,花巻市本館三丁目６番地１号,0198-41-4123 / 新規 / 令6. 5. 1,佐藤　博昭,佐藤　博昭 / 現存,平30. 5. 1,歯　小歯,診療所,,,,,,,,,,,,,,

246.0,05 / 花歯082,3082.0,5.0,花巻みなみデンタルクリニック,〒025－0024,花巻市山の神３９８番地１,0198-41-4187 / 新規 / 令3. 7. 1,藤原　顕輔,藤原　顕輔 / 現存,令3. 7. 1,歯　矯歯　小歯,診療所,,,,,,,,,,,,,,

247.0,05 / 花歯083,3083.0,3.0,ＴＯＫＵＴＯＭＩ　ＤＥＮＴＡＬ　ＣＬＩＮＩＣ,〒025－0086,花巻市鍛治町２番６号,0198-23-3411 / 移動 / 令3. 12. 10,徳富　文彬,徳富　文彬 / 現存,令3. 12. 10,歯,診療所,,,,,,,,,,,,,,

248.0,05 / 花歯084,3084.0,1.0,とも歯科医院,〒025－0065,花巻市星が丘一丁目３０番８号,0198-21-2122 / 組織変更 / 令4. 5. 1,医療法人恒和会　理事長　本舘　朋之,本舘　朋之 / 現存,令4. 5. 1,歯　小歯　歯外　矯歯,診療所,,,,,,,,,,,,,,

249.0,05 / 花歯085,3085.0,8.0,山内歯科医院,〒028－3203,花巻市大迫町大迫第３地割２０２番地,0198-48-3523 / 交代 / 令6. 4. 2,山内　武,山内　武 / 現存,令6. 4. 2,歯,診療所,,,,,,,,,,,,,,

250.0,06 / 北歯7,3007.0,0.0,北上矯正　福田歯科,〒024－0094,北上市本通り三丁目９番１０号,0197-64-3220 / 新規 / 令4. 1. 7,福田　興一,福田　興一 / 現存,昭49. 1. 7,歯　矯歯　小歯,診療所,,,,,,,,,,,,,,

251.0,06 / 北歯21,3021.0,1.0,大通り歯科医院,〒024－0061,北上市大通り二丁目１番１号,0197-64-5060 / 新規 / 令5. 9. 1,高橋　孝一,高橋　孝一 / 現存,昭56. 8. 4,歯,診療所,,,,,,,,,,,,,,

252.0,06 / 北歯29,3029.0,4.0,本石町歯科医院,〒024－0093,北上市本石町一丁目１番１８号,0197-64-4100 / 新規 / 令4. 7. 12,及川　智,及川　智 / 現存,昭61. 7. 12,歯,診療所,,,,,,,,,,,,,,

253.0,06 / 北歯30,3030.0,2.0,二子歯科医院,〒024－0104,北上市二子町鳥喰２０１番地,0197-66-3431 / 新規 / 令4. 12. 2,高橋　和敬,高橋　和敬 / 現存,昭61. 12. 2,歯,診療所,,,,,,,,,,,,,,

254.0,06 / 北歯34,3034.0,4.0,和賀歯科医院,〒024－0024,北上市中野町三丁目２番４号,0197-65-3000 / 新規 / 令5. 10. 22,和賀　浩幸,和賀　浩幸 / 現存,平2. 10. 22,歯　矯歯　小歯,診療所,,,,,,,,,,,,,,

255.0,06 / 北歯35,3035.0,1.0,おいかわ歯科クリニック,〒024－0056,北上市鬼柳町卯の木１５６番地２,0197-67-6161 / 新規 / 令5. 11. 14,及川　純,及川　純 / 現存,平2. 11. 14,歯,診療所,,,,,,,,,,,,,,

256.0,06 / 北歯37,3037.0,7.0,えづりこ歯科医院,〒024－0071,北上市上江釣子１８地割５７番地３,0197-77-2487 / 新規 / 令5. 3. 21,村上　美智子,村上　美智子 / 現存,昭59. 3. 21,歯,診療所,,,,,,,,,,,,,,

257.0,06 / 北歯40,3040.0,1.0,佐藤さとし歯科医院,〒024－0073,北上市下江釣子１１地割６０番地４,0197-73-5850 / 新規 / 令5. 9. 1,佐藤　聡,佐藤　聡 / 現存,平2. 6. 1,歯　小歯,診療所,,,,,,,,,,,,,,

258.0,06 / 北歯52,3052.0,6.0,伊東歯科医院,〒024－0012,北上市常盤台一丁目２３番１３号,0197-61-0246 / 新規 / 令5. 9. 1,伊東　真,伊東　真 / 現存,平8. 4. 26,歯,診療所,,,,,,,,,,,,,,

259.0,06 / 北歯54,3054.0,2.0,医療法人　北上歯科医院,〒024－0035,北上市花園町一丁目６番２９号,0197-63-4010 / 移動 / 令5. 10. 14,医療法人北上歯科医院　理事長　仲村　幸子,仲村　幸子 / 現存,平8. 10. 14,歯,診療所,,,,,,,,,,,,,,

260.0,06 / 北歯55,3055.0,9.0,門神歯科クリニック,〒024－0331,北上市和賀町横川目３６地割１６番地１０,0197-72-4180 / 新規 / 令5. 10. 14,小原　敏博,小原　敏博 / 現存,平8. 10. 14,歯,診療所,,,,,,,,,,,,,,

261.0,06 / 北歯56,3056.0,7.0,六本木歯科医院,〒024－0084,北上市さくら通り三丁目１番２３号,0197-64-6489 / 新規 / 令6. 2. 12,六本木　章,六本木　章 / 現存,平9. 2. 12,歯　小歯,診療所,,,,,,,,,,,,,,

262.0,06 / 北歯57,3057.0,5.0,都鳥歯科小児歯科クリニック,〒024－0091,北上市大曲町９番２６号,0197-64-3033 / 新規 / 令6. 4. 1,都鳥　美香,都鳥　美香 / 現存,平9. 4. 1,歯　小歯,診療所,,,,,,,,,,,,,,

263.0,06 / 北歯58,3058.0,3.0,ファミリー歯科医院,〒024－0072,北上市北鬼柳１９地割８３番地１,0197-77-4182 / 新規 / 令6. 5. 6,菊池　敏昭,菊池　敏昭 / 現存,平9. 5. 6,歯　矯歯　小歯　歯外,診療所,,,,,,,,,,,,,,

264.0,06 / 北歯59,3059.0,1.0,たんご歯科クリニック,〒024－0021,北上市上野町四丁目１２番２７号,0197-64-4415 / 新規 / 令4. 7. 9,丹呉　卓史,丹呉　卓史 / 現存,平10. 7. 9,歯　小歯,診療所,,,,,,,,,,,,,,

265.0,06 / 北歯62,3062.0,5.0,わたなべ歯科,〒024－0012,北上市常盤台二丁目１３番３７号,0197-61-2911 / 新規 / 令6. 10. 23,渡辺　昌文,渡辺　昌文 / 現存,平12. 10. 23,歯,診療所,,,,,,,,,,,,,,

266.0,06 / 北歯63,3063.0,3.0,なおこ歯科クリニック,〒024－0072,北上市北鬼柳１８地割１０４－２,0197-61-3368 / 新規 / 令元. 10. 2,小原　奈保子,小原　奈保子 / 現存,平13. 10. 2,歯　小歯,診療所,,,,,,,,,,,,,,

267.0,06 / 北歯64,3064.0,1.0,かじまち小原歯科医院,〒024－0062,北上市鍛冶町二丁目１３番２０号,0197-63-4058 / 新規 / 令元. 10. 1,小原　正文,小原　正文 / 現存,平13. 10. 1,歯　小歯,診療所,,,,,,,,,,,,,,

268.0,06 / 北歯65,3065.0,8.0,おおつつみ歯科クリニック,〒024－0051,北上市相去町旧舘沢１８－１,0197-81-5118 / 新規 / 令元. 10. 2,小田島　潤一,小田島　潤一 / 現存,平13. 10. 2,歯,診療所,,,,,,,,,,,,,,

269.0,06 / 北歯67,3067.0,4.0,むらさきの歯科医院,〒024－0004,北上市村崎野１６地割１６６番地３,0197-71-3418 / 組織変更 / 令4. 3. 1,医療法人　眞莉惠会　理事長　松生　達,松生　達 / 現存,平16. 3. 1,歯　小歯　矯歯,診療所,,,,,,,,,,,,,,

270.0,06 / 北歯69,3069.0,0.0,医療法人川岸会　及川歯科医院,〒024－0032,北上市川岸四丁目１１番２２号,0197-65-3334 / 移動 / 令5. 9. 1,医療法人川岸会　理事長　及川　保,及川　保 / 現存,平17. 5. 1,歯　矯歯　小歯,診療所,,,,,,,,,,,,,,

271.0,06 / 北歯70,3070.0,8.0,おやま歯科矯正クリニック,〒024－0061,北上市大通り二丁目３番１号,0197-65-1182 / 移動 / 令5. 9. 1,小山　浩平,小山　浩平 / 現存,平17. 6. 10,矯歯　歯,診療所,,,,,,,,,,,,,,

272.0,06 / 北歯72,3072.0,4.0,あや歯科医院,〒024－0004,北上市村崎野１６地割２８４番地,0197-68-4811 / 新規 / 令元. 7. 19,髙橋　綾,髙橋　綾 / 現存,平19. 7. 19,歯　小歯　歯外,診療所,,,,,,,,,,,,,,

273.0,06 / 北歯74,3074.0,0.0,スマイリーキッズ・デンタルケア,〒024－0063,北上市九年橋三丁目７番２２号,0197-65-6011 / 新規 / 令2. 2. 14,古山　智成,古山　智成 / 現存,平20. 2. 14,歯,診療所,,,,,,,,,,,,,,

274.0,06 / 北歯77,3077.0,3.0,松浦歯科医院,〒024－0031,北上市青柳町二丁目６番２１号,0197-72-5537 / 新規 / 令4. 6. 14,医療法人永照堂　理事長　松浦　利幸,松浦　利幸 / 現存,平22. 6. 14,歯　小歯　歯外,診療所,,,,,,,,,,,,,,

275.0,06 / 北歯78,3078.0,1.0,おだしま歯科クリニック,〒024－0063,北上市九年橋三丁目１８番１５号,0197-61-2111 / 組織変更 / 令5. 4. 1,医療法人ラビット　理事長　小田島　悟,小田島　悟 / 現存,平23. 4. 1,歯　矯歯　小歯　歯外,診療所,,,,,,,,,,,,,,

276.0,06 / 北歯81,3081.0,5.0,あだち歯科クリニック,〒024－0004,北上市村崎野１７地割４３番１,0197-72-6789 / 新規 / 令5. 6. 20,安達　孝二,安達　孝二 / 現存,平23. 6. 20,歯　小歯　歯外,診療所,,,,,,,,,,,,,,

277.0,06 / 北歯83,3083.0,1.0,サイトウデンタルクリニック,〒024－0061,北上市大通り二丁目６番１８号,0197-63-3011 / 移動 / 令6. 12. 1,医療法人サイトウデンタルクリニック　理事長　齋藤　勝也,齋藤　将寿 / 現存,平24. 12. 1,歯　矯歯　小歯　歯外,診療所,,,,,,,,,,,,,,

278.0,06 / 北歯85,3085.0,6.0,はなえ歯科医院,〒024－0071,北上市上江釣子１７地割９３,0197-72-5545 / 新規 / 令3. 5. 7,千葉　花恵,千葉　花恵 / 現存,平27. 5. 7,歯　小歯,診療所,,,,,,,,,,,,,,

279.0,06 / 北歯86,3086.0,4.0,とも歯科クリニック,〒024－0094,北上市本通り一丁目８番１７号,0197-64-1601 / 移動 / 令4. 7. 7,菅原　智子,菅原　智子 / 現存,平28. 7. 7,歯　小歯,診療所,,,,,,,,,,,,,,

280.0,06 / 北歯087,3087.0,2.0,さくらデンタルクリニック,〒024－0032,北上市川岸二丁目１０番２５号,0197-62-1110 / 組織変更 / 令3. 10. 1,医療法人さくら　理事長　昆　隆一,昆　隆一 / 現存,令3. 10. 1,歯,診療所,,,,,,,,,,,,,,

281.0,06 / 北歯088,3088.0,0.0,佐々木歯科医院,〒024－0004,北上市村崎野１５地割５３７番地５,0197-66-4184 / 組織変更 / 令4. 5. 1,医療法人貴宝選会　理事長　佐々木　正博,佐々木　貴博 / 現存,令4. 5. 1,歯　小歯　歯外,診療所,,,,,,,,,,,,,,

282.0,06 / 北歯089,3089.0,8.0,北上しらゆりデンタルクリニック,〒024－0082,北上市町分１８地割１１９番１,0197-62-8070 / 新規 / 令6. 7. 1,ＳＡＫＡＹＲＥＹＥＳＬＵＩＳＭＩＧＵＥＬ（境　英二,ＳＡＫＡＹＲＥＹＥＳＬＵＩＳＭＩＧＵＥＬ（境　英二 / 現存,令6. 7. 1,歯,診療所,,,,,,,,,,,,,,

283.0,06 / 北歯091,3091.0,4.0,北上デイズデンタル,〒024－0004,北上市村崎野２２地割１３２番地２３,019-772-6720 / 新規 / 令7. 5. 1,医療法人ハピネス　理事長　八森　新二,八森　寛 / 現存,令7. 5. 1,歯　矯歯　小歯　歯外,診療所,,,,,,,,,,,,,,

284.0,06 / 北歯092,3092.0,2.0,あかさか歯科クリニック,〒024－0035,北上市花園町二丁目５番１５号,019-763-3461 / 交代 / 令7. 5. 1,赤坂　賢二郎,赤坂　賢二郎 / 現存,令7. 5. 1,歯,診療所,,,,,,,,,,,,,,

285.0,07 / 久歯8,3008.0,6.0,宮澤歯科医院,〒028－0064,久慈市八日町一丁目３７番地,0194-53-0390 / 新規 / 令4. 9. 1,小栁　壽美子,小栁　壽美子 / 現存,昭52. 9. 1,歯　小歯,診療所,,,,,,,,,,,,,,

286.0,07 / 久歯15,3015.0,1.0,岩本歯科医院,〒028－0022,久慈市田屋町第１地割４８番地,0194-53-5155 / 新規 / 令6. 2. 1,岩本　一夫,岩本　一夫 / 現存,昭63. 2. 1,歯,診療所,,,,,,,,,,,,,,

287.0,07 / 久歯16,3016.0,9.0,八重樫歯科医院,〒028－0024,久慈市栄町３７地割１２８番地１０,0194-53-1222 / 新規 / 令4. 5. 12,八重樫　育男,八重樫　育男 / 現存,平元. 5. 12,歯,診療所,,,,,,,,,,,,,,

288.0,07 / 久歯21,3021.0,9.0,岩城歯科医院,〒028－0051,久慈市川崎町９番３１号,0194-53-2750 / 組織変更 / 令6. 9. 1,医療法人二紀会　理事長　岩城　大介,岩城　大介 / 現存,平6. 9. 1,歯,診療所,,,,,,,,,,,,,,

289.0,07 / 久歯24,3024.0,3.0,やまぐち歯科医院,〒028－0061,久慈市中央二丁目１６番地,0194-61-3748 / 新規 / 令6. 6. 12,山口　一徳,山口　一徳 / 現存,平12. 6. 12,歯　小歯　歯外　矯歯,診療所,,,,,,,,,,,,,,

